question,answer,llm_answer,is_correct
"Five dozens of people are attending your family reunion. Your family was assigned to bring the cans of soda. Each box of soda contains 10 cans and costs $2 per box. It was assumed that each person can consume 2 cans of soda. If you are six in the family and agreed to pay equally for the cost, how much will each of your family members pay?","Five dozens of people is equal to 5 x 12 = <<5*12=60>>60.
60 x 2 = <<60*2=120>>120 cans of soda are needed.
So, this means 120/10 = <<120/10=12>>12 boxes of soda must be purchased.
Thus, it will amount to $2 x 12 = $<<24=24>>24.
Therefore, each family member will pay $24/6 = $<<24/6=4>>4.
#### 4","Here's how to solve the problem step-by-step:

1.  **Calculate the total number of people attending:**
    *   A dozen is 12.
    *   Five dozens is 5 * 12 = 60 people.

2.  **Calculate the total number of soda cans needed:**
    *   Each person consumes 2 cans.
    *   Total cans needed = 60 people * 2 cans/person = 120 cans.

3.  **Calculate the number of boxes of soda needed:**
    *   Each box contains 10 cans.
    *   Number of boxes = 120 cans / 10 cans/box = 12 boxes.

4.  **Calculate the total cost of the soda:**
    *   Each box costs $2.
    *   Total cost = 12 boxes * $2/box = $24.

5.  **Calculate the cost per family member:**
    *   There are 6 family members who agreed to pay equally.
    *   Cost per family member = $24 / 6 family members = $4 per family member.

####
$4",True
"Annalise was sent by her mother to the store to buy 10 boxes of Kleenex Ultra Soft Facial Tissues. If each box has 20 packs of tissues and each pack contain 100 tissues sold at five cents each, calculate the total amount of money Annalise spent to buy the ten boxes.","If a box of tissue has 20 packs of tissues, ten boxes have 20 packs/box * 10 boxes = <<20*10=200>>200 packs
Since each pack has 100 tissues, Annalise bought 100 tissues/pack * 200 packs = <<100*200=20000>>20000 tissues.
Annalise bought 20000 tissues at five cents each, at a total cost of 20000 tissues * $0.05 = $<<20000*0.05=1000>>1000
#### 1000","Here's how to solve the problem step-by-step:

1.  **Calculate the total number of packs of tissues:**
    Annalise bought 10 boxes, and each box has 20 packs.
    Total packs = 10 boxes * 20 packs/box = 200 packs

2.  **Calculate the total number of tissues:**
    There are 200 packs, and each pack contains 100 tissues.
    Total tissues = 200 packs * 100 tissues/pack = 20,000 tissues

3.  **Calculate the total cost in cents:**
    Each tissue costs 5 cents.
    Total cost in cents = 20,000 tissues * 5 cents/tissue = 100,000 cents

4.  **Convert the total cost from cents to dollars:**
    There are 100 cents in 1 dollar.
    Total cost in dollars = 100,000 cents / 100 cents/dollar = $1000

####
1000",True
"Selena got a tip today that amounted to $99. She pampered herself by eating at a 5-star hotel. She indulged herself with 2 steak meals that cost $24 each plate. She also ordered 2 types of burgers which cost $3.5 each, and 3 cups of ice cream which cost $2 each. How much money will Selena be left with?","Selena was charged $24 x 2 = $<<24*2=48>>48 for the steaks.
She was charged $3.5 x 2 = $<<3.5*2=7>>7 for the burgers.
She was charged $2 x 3 = $<<2*3=6>>6 for the cups of ice cream.
She was charged $48 + $7 + $6 = $<<48+7+6=61>>61 in total.
Therefore, Selena was left with $99 - $61 = $<<99-61=38>>38.
#### 38","Selena's total tip is $99.

First, let's calculate the cost of the steak meals:
Cost per steak meal = $24
Number of steak meals = 2
Total cost of steak meals = 2 * $24 = $48

Next, let's calculate the cost of the burgers:
Cost per burger = $3.5
Number of burgers = 2
Total cost of burgers = 2 * $3.5 = $7

Then, let's calculate the cost of the ice cream:
Cost per cup of ice cream = $2
Number of cups of ice cream = 3
Total cost of ice cream = 3 * $2 = $6

Now, let's find the total amount Selena spent:
Total spent = Cost of steak meals + Cost of burgers + Cost of ice cream
Total spent = $48 + $7 + $6 = $61

Finally, let's calculate how much money Selena will be left with:
Money left = Total tip - Total spent
Money left = $99 - $61 = $38

####
$38",True
"Martin is organizing a party, and he invited many of his colleagues. He invited 5 people from his hometown and twice as many people from his school. Martin invited also as many people from his sports club as the sum of people invited from his hometown and his school. The remaining invitations represent 20% of the total previously mentioned. How many people can potentially come to the party Martin is organizing?","Martin invited 5 * 2 = <<5*2=10>>10 people from his school.
People from the sports club got 5 + 10 = <<5+10=15>>15 invitations.
So in total from the sports club, hometown and school, Martin invited 5 + 10 + 15 = <<5+10+15=30>>30 people.
All other invitations are 20% of the previous total, which means 20/100 * 30 = <<20/100*30=6>>6.
That means Martin invited to his party 30 + 6 = <<30+6=36>>36 people.
#### 36","Here's how to solve the problem step-by-step:

1.  **People from hometown:** Martin invited 5 people from his hometown.

2.  **People from school:** He invited twice as many people from his school as from his hometown.
    Number of people from school = 2 * 5 = 10 people.

3.  **People from sports club:** He invited as many people from his sports club as the sum of people invited from his hometown and his school.
    Number of people from sports club = 5 (hometown) + 10 (school) = 15 people.

4.  **Total people mentioned so far:** This is the sum of people from hometown, school, and sports club.
    Total mentioned = 5 + 10 + 15 = 30 people.

5.  **Remaining invitations:** The remaining invitations represent 20% of the total previously mentioned (which is 30 people).
    Number of remaining invitations = 20% of 30
    Number of remaining invitations = 0.20 * 30 = 6 people.

6.  **Total people who can potentially come:** This is the sum of the people mentioned in steps 1-3 and the remaining invitations from step 5.
    Total potential attendees = 30 (mentioned) + 6 (remaining) = 36 people.

####
36",True
"20 birds migrate on a seasonal basis from one lake to another, searching for food. If they fly from lake Jim to lake Disney in one season, which is 50 miles apart, then the next season they fly from lake Disney to lake London, 60 miles apart, calculate the combined distance all of the birds have traveled in the two seasons.","The birds' flying distance between Lake Jim through lake Disney to lake London is 50+60 = <<50+60=110>>110 miles.
Since each bird flies the 110 miles distance while migrating, the combined distance they fly together is 110*20 = <<110*20=2200>>2200 miles.
#### 2200","Let's think step by step.
The problem asks for the combined distance all 20 birds have traveled over two seasons.

Season 1:
The distance from lake Jim to lake Disney is 50 miles.
There are 20 birds.
The total distance traveled by all birds in Season 1 is the number of birds multiplied by the distance of the migration.
Distance in Season 1 = 20 birds * 50 miles/bird = 1000 miles.

Season 2:
The distance from lake Disney to lake London is 60 miles.
There are still 20 birds.
The total distance traveled by all birds in Season 2 is the number of birds multiplied by the distance of the migration.
Distance in Season 2 = 20 birds * 60 miles/bird = 1200 miles.

Combined distance:
To find the combined distance all of the birds have traveled in the two seasons, we add the total distance traveled in Season 1 and the total distance traveled in Season 2.
Combined distance = Distance in Season 1 + Distance in Season 2
Combined distance = 1000 miles + 1200 miles = 2200 miles.

####
2200",True
"Rohan owns a 20-square meter coconut farm. Each square meter has 2 coconut trees and each tree has 6 coconuts. If the coconuts can be harvested every 3 months and each coconut costs $0.50, how much will he earn after 6 months?","Rohan has a total of 20 x 2 = <<20*2=40>>40 coconut trees.
And he has a total of 40 x 6 = <<40*6=240>>240 coconuts.
So, the total coconut he will have after 6 months is 240 x 2= <<240*2=480>>480.
Therefore, the total amount he will earn is 480 x $0.50 = $<<480*0.5=240>>240.
#### 240","Here's how to solve the problem step-by-step:

1.  **Calculate the total number of coconut trees:**
    *   Rohan has a 20-square meter farm.
    *   Each square meter has 2 coconut trees.
    *   Total trees = 20 square meters * 2 trees/square meter = 40 trees.

2.  **Calculate the total number of coconuts per harvest:**
    *   There are 40 coconut trees.
    *   Each tree has 6 coconuts.
    *   Total coconuts per harvest = 40 trees * 6 coconuts/tree = 240 coconuts.

3.  **Calculate the number of harvests in 6 months:**
    *   Coconuts can be harvested every 3 months.
    *   In 6 months, there will be 6 months / 3 months/harvest = 2 harvests.

4.  **Calculate the total number of coconuts harvested in 6 months:**
    *   There are 2 harvests.
    *   Each harvest yields 240 coconuts.
    *   Total coconuts harvested = 2 harvests * 240 coconuts/harvest = 480 coconuts.

5.  **Calculate the total earnings after 6 months:**
    *   Each coconut costs $0.50.
    *   Total earnings = 480 coconuts * $0.50/coconut = $240.

####
$240",True
"Zara bought 24 cows, 7 sheep, and some goats. Next week, she will transport all of them to a new farm in 3 equally-sized groups of 48 animals per group. How many goats does she own?","Zara will transport a total of 3 * 48 = <<3*48=144>>144 animals.
The known number of animals is 24 + 7 = <<24+7=31>>31 cows and sheep.
Zara therefore has 144 - 31 = <<144-31=113>>113 goats.
#### 113","Zara is transporting all her animals in 3 equally-sized groups of 48 animals per group.
The total number of animals Zara has is the number of groups multiplied by the number of animals per group.
Total number of animals = 3 groups * 48 animals/group = 144 animals.

Zara has 24 cows and 7 sheep.
The total number of cows and sheep is 24 + 7 = 31 animals.

The remaining animals are goats.
Number of goats = Total number of animals - (Number of cows + Number of sheep)
Number of goats = 144 - 31
Number of goats = 113.

####
113",True
"For breakfast, Anna bought a bagel for $0.95 and a glass of orange juice for $0.85. At lunch, Anna spent $4.65 on a sandwich and $1.15 on a carton of milk. How much more money did Anna spend on lunch than on breakfast?","The total cost of breakfast is $0.95 + $0.85 = $<<0.95+0.85=1.80>>1.80.
The total cost of lunch is $4.65 + $1.15 = $<<4.65+1.15=5.80>>5.80.
Anna spent $5.80 − $1.80 = $4 more on lunch than breakfast.
#### 4","Let's think step by step.

First, calculate the total cost of breakfast.
Cost of bagel = $0.95
Cost of orange juice = $0.85
Total cost of breakfast = Cost of bagel + Cost of orange juice
Total cost of breakfast = $0.95 + $0.85 = $1.80

Next, calculate the total cost of lunch.
Cost of sandwich = $4.65
Cost of milk = $1.15
Total cost of lunch = Cost of sandwich + Cost of milk
Total cost of lunch = $4.65 + $1.15 = $5.80

Finally, find out how much more money Anna spent on lunch than on breakfast.
Difference in spending = Total cost of lunch - Total cost of breakfast
Difference in spending = $5.80 - $1.80 = $4.00

####
$4.00",True
"Derek is watching the construction cranes downtown and is trying to figure out how much taller they have to be than the building they are building. He sees one crane that is 228 feet tall finishing a building that was 200 feet tall. He sees another that is 120 feet tall finishing a building that is 100 feet tall. The final crane he sees is 147 feet tall, finishing a building that is 140 feet tall. On average, what percentage taller are the cranes than the building?","The first crane is 14 percent taller because if 200 + 200x = 228 then x=.14
The second crane is 20 percent taller because if 100 + 100x = 120 then x = .2
The third crane is 5 percent taller because if 140 + 140x = 147 then x = .5
The total percent is 39 because 14 + 20 + 5 = <<14+20+5=39>>39
The average percent greater the height of the crane is than the building is 13 because 39 / 3 = <<39/3=13>>13
#### 13","Let's think step by step.

First, we need to calculate the difference in height between the crane and the building for each case.
For the first crane:
Difference = Crane height - Building height = 228 feet - 200 feet = 28 feet.

For the second crane:
Difference = Crane height - Building height = 120 feet - 100 feet = 20 feet.

For the third crane:
Difference = Crane height - Building height = 147 feet - 140 feet = 7 feet.

Next, we need to calculate the percentage by which each crane is taller than its respective building. The formula for percentage difference is:
Percentage difference = (Difference / Original value) * 100

For the first crane:
Percentage taller = (28 feet / 200 feet) * 100 = 0.14 * 100 = 14%

For the second crane:
Percentage taller = (20 feet / 100 feet) * 100 = 0.20 * 100 = 20%

For the third crane:
Percentage taller = (7 feet / 140 feet) * 100 = 0.05 * 100 = 5%

Finally, we need to find the average of these percentages.
Average percentage taller = (14% + 20% + 5%) / 3
Average percentage taller = 39% / 3
Average percentage taller = 13%

####
13",True
A boxer weighs 97 kg at 4 months from a fight. He is on a diet that allows him to lose 3 kg per month until the day of the fight. How much will he weigh on the day of the fight?,"In 4 months, he will lose 3 x 4 = <<3*4=12>>12 kilograms.
So his weight will be 97 – 12 = <<97-12=85>>85 kilograms.
#### 85","Let's think step by step.
The boxer's current weight is 97 kg.
The fight is in 4 months.
The boxer loses 3 kg per month.

To find the total weight lost, we multiply the weight lost per month by the number of months until the fight:
Total weight lost = Weight lost per month × Number of months
Total weight lost = 3 kg/month × 4 months
Total weight lost = 12 kg

To find the boxer's weight on the day of the fight, we subtract the total weight lost from his current weight:
Weight on fight day = Current weight - Total weight lost
Weight on fight day = 97 kg - 12 kg
Weight on fight day = 85 kg

####
85",True
"After tests in California, the total number of Coronavirus cases was recorded as 2000 positive cases on a particular day. The number of cases increased by 500 on the second day, with 50 recoveries. On the third day, the total number of new cases spiked to 1500 with 200 recoveries. What's the total number of positive cases after the third day?","When 500 new cases were recorded after the tests, the total number of positive cases increased to 2000 cases + 500 cases = <<2000+500=2500>>2500 cases.
With 50 recoveries, the total number of cases reduced to 2500 cases - 50 cases = <<2500-50=2450>>2450 cases.
On the third day, with 1500 new cases, the total number of cases became 2450 cases + 1500 cases = <<2450+1500=3950>>3950 cases.
If 200 people recovered from the virus, the total number of people with Coronavirus became 3950 cases - 200 cases = 3750 cases
#### 3750","Let $C_1$ be the total number of positive cases on the first day.
$C_1 = 2000$

Let $N_2$ be the number of new cases on the second day and $R_2$ be the number of recoveries on the second day.
$N_2 = 500$
$R_2 = 50$

The total number of positive cases after the second day, $C_2$, is the number of cases on the first day plus the new cases on the second day minus the recoveries on the second day.
$C_2 = C_1 + N_2 - R_2$
$C_2 = 2000 + 500 - 50$
$C_2 = 2500 - 50$
$C_2 = 2450$

Let $N_3$ be the number of new cases on the third day and $R_3$ be the number of recoveries on the third day.
$N_3 = 1500$
$R_3 = 200$

The total number of positive cases after the third day, $C_3$, is the total number of cases after the second day plus the new cases on the third day minus the recoveries on the third day.
$C_3 = C_2 + N_3 - R_3$
$C_3 = 2450 + 1500 - 200$
$C_3 = 3950 - 200$
$C_3 = 3750$

####
3750",True
Ryan is considering buying a new multivitamin brand.  Each pill has 50 mg of Vitamin A in it.  The recommended daily serving of Vitamin A is 200 mg.  How many pills does Ryan need to hit the recommended amount for the week?,"As the daily goal is 200mg and there are 7 days in a week, this means Ryan needs to take 7*200=<<200*7=1400>>1400mg in a week.
As there is 50mg per pill, this means Ryan needs to take 1400/50= <<1400/50=28>>28 pills every week.
#### 28","Let's think step by step.
The recommended daily serving of Vitamin A is 200 mg.
Each multivitamin pill contains 50 mg of Vitamin A.

First, we need to determine how many pills are needed to meet the recommended daily serving.
Number of pills per day = (Recommended daily serving of Vitamin A) / (Vitamin A per pill)
Number of pills per day = 200 mg / 50 mg/pill
Number of pills per day = 4 pills

Next, we need to find out how many pills are needed for the entire week. There are 7 days in a week.
Number of pills per week = (Number of pills per day) * (Number of days in a week)
Number of pills per week = 4 pills/day * 7 days
Number of pills per week = 28 pills

####
28",True
"Hannah's AdBlock blocks all but 20% of ads, and 20% of the ads it doesn't block are actually interesting. What percentage of ads aren't interested and don't get blocked?","First find the percentage of ads that aren't interesting: 100% - 20% = 80%
Then multiply that percentage by the percentage of ads that don't get blocked to find the percentage of ads that meet both criteria: 80% * 20% = 16%
#### 16","Let $T$ be the total number of ads.
Hannah's AdBlock blocks all but 20% of ads. This means that 80% of the ads are not blocked.
Number of ads not blocked = $0.80 \times T$

Of the ads that are not blocked, 20% are actually interesting. This means that 80% of the ads that are not blocked are not interesting.
Number of ads not blocked and not interesting = $0.80 \times (\text{Number of ads not blocked})$
Number of ads not blocked and not interesting = $0.80 \times (0.80 \times T)$
Number of ads not blocked and not interesting = $0.64 \times T$

To express this as a percentage, we multiply by 100:
Percentage of ads not interested and not blocked = $0.64 \times 100\% = 64\%$

####
64%",False
"Olivia gave William 10 napkins. Amelia also gives William twice the number of napkins Olivia gave him. If William had 15 napkins before, how many napkins does he have now?","After Olivia gave William 10 napkins, he ends up with 15+10= <<10+15=25>>25 napkins.
Amelia gives William twice the number of napkins given to him by Amelia which is 2*10 = <<2*10=20>>20 napkins.
The total number of napkins William has now is 20+25 = <<20+25=45>>45 napkins.
#### 45","Olivia gave William 10 napkins.
Amelia gives William twice the number of napkins Olivia gave him. So, Amelia gave William $2 \times 10 = 20$ napkins.
William had 15 napkins before.
The total number of napkins William has now is the sum of the napkins he had initially and the napkins he received from Olivia and Amelia.
Total napkins = Initial napkins + Napkins from Olivia + Napkins from Amelia
Total napkins = $15 + 10 + 20$
Total napkins = $25 + 20$
Total napkins = $45$

####
45",True
"Milena is 7 years old, and her grandmother is 9 times older than her. Milena's grandfather is two years older than her grandmother. What is the age difference between Milena and her grandfather?","Milena's grandmother is 7 * 9 = <<7*9=63>>63 years old.
Her grandfather is 63 + 2 = <<63+2=65>>65 years old.
So the age difference between Milena and her grandfather is 65 - 7 = <<65-7=58>>58 years.
#### 58","Let M be Milena's age.
Let G be the grandmother's age.
Let GF be the grandfather's age.

We are given that Milena is 7 years old.
So, M = 7.

Her grandmother is 9 times older than her.
So, G = 9 * M.
Substitute the value of M:
G = 9 * 7
G = 63.

Milena's grandfather is two years older than her grandmother.
So, GF = G + 2.
Substitute the value of G:
GF = 63 + 2
GF = 65.

We need to find the age difference between Milena and her grandfather.
Age difference = GF - M.
Substitute the values of GF and M:
Age difference = 65 - 7
Age difference = 58.

####
58",True
